id_pedido,id_cliente,razao_social_cliente,cnpj_cliente,representante,cod_produto,desc_produto,quantidade,preco_unitario,valor_total_item,nf,data_emissao_pedido,data_desejada_entrega,data_firmada_original,data_firmada_atual,data_final_entrega,data_nf,data_nf_oficial,data_embarque,data_emb_oficial,tipo_faturamento,transportadora,condicao_pagamento,valor_geral_pedido
5558,70725,Ramos e Filhos,63.845.290/0001-94,Mirella Albuquerque,"('28NZFGQ7Z',)",KIT VENTILACAO,6,893.39,5360.34,152796,2025-05-06,2025-05-24,2025-06-07,2025-06-07,2025-06-26,2025-05-11,2025-05-11,2025-05-15,2025-05-15,VENDA,Castro S.A. TRANSPORTES LTDA,TRANSFERENCIA,5360.34
5559,88365,Novais,29.835.416/0001-01,Oliver Garcia,"('28NZFGQ7Z',)",KIT VENTILACAO,9,885.13,7966.17,983402,2025-01-24,2025-01-29,2025-02-01,2025-02-01,2025-02-04,2025-01-31,2025-01-31,2025-02-02,2025-02-02,VENDA,Sampaio Caldeira S.A. TRANSPORTES LTDA,CARTEIRA A PRAZO,7966.17
5560,60293,Alves,32.759.140/0001-34,Cauã Casa Grande,"('28NZFGQ7Z',)",KIT VENTILACAO,4,521.16,2084.64,471992,2024-04-01,2024-04-19,2024-04-23,2024-04-23,2024-04-29,2024-04-02,2024-04-02,2024-04-07,2024-04-07,VENDA,Leão Lopes S/A TRANSPORTES LTDA,CARTEIRA A PRAZO,2084.64
5561,84116,da Rocha,25.497.810/0001-26,Maria Fernanda das Neves,"('28NZFGQ7Z',)",KIT VENTILACAO,9,418.23,3764.07,338985,2024-11-01,2024-11-07,2024-11-13,2024-11-13,2024-11-18,2024-11-03,2024-11-03,2024-11-08,2024-11-08,VENDA,da Cruz TRANSPORTES LTDA,CARTEIRA A PRAZO,3764.07
5562,80185,da Conceição S/A,85.179.326/0001-80,Arthur Pires,"('28NZFGQ7Z',)",KIT VENTILACAO,2,179.61,359.22,550178,2025-04-08,2025-05-06,2025-05-19,2025-05-19,2025-06-13,2025-04-10,2025-04-10,2025-04-15,2025-04-15,BONIFICACAO,da Luz Abreu S/A TRANSPORTES LTDA,PIX,359.22
5563,82172,Almeida - ME,05.346.271/0001-17,Isaque da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,10,779.55,7795.5,386411,2025-03-10,2025-03-25,2025-03-31,2025-03-31,2025-04-17,2025-03-15,2025-03-15,2025-03-20,2025-03-20,VENDA,Souza TRANSPORTES LTDA,TRANSFERENCIA,7795.5
5564,80002,Moreira,95.208.467/0001-38,Vicente Cassiano,"('28NZFGQ7Z',)",KIT VENTILACAO,4,62.14,248.56,637977,2023-09-30,2023-11-18,2023-11-24,2023-11-24,2023-12-05,2023-10-07,2023-10-07,2023-10-08,2023-10-08,VENDA,Pires Campos S.A. TRANSPORTES LTDA,BOLETO DESCONTADO,248.56
5565,26081,Barros,95.376.821/0001-33,Bryan Alves,"('28NZFGQ7Z',)",KIT VENTILACAO,3,647.07,1941.21,808576,2024-11-21,2025-01-14,2025-01-17,2025-01-17,2025-02-04,2024-11-24,2024-11-24,2024-11-26,2024-11-26,BONIFICACAO,Macedo TRANSPORTES LTDA,BOLETO DESCONTADO,1941.21
5566,60231,Duarte - EI,39.648.527/0001-62,Bernardo Câmara,"('28NZFGQ7Z',)",KIT VENTILACAO,8,962.13,7697.04,543674,2023-12-04,2023-12-22,2023-12-31,2023-12-31,2024-01-04,2023-12-06,2023-12-06,2023-12-10,2023-12-10,DEVOLUCAO,Lopes TRANSPORTES LTDA,BOLETO DESCONTADO,7697.04
5567,15413,da Luz Cavalcante Ltda.,46.085.371/0001-14,Clarice Monteiro,"('28NZFGQ7Z',)",KIT VENTILACAO,2,321.62,643.24,903270,2025-01-24,2025-03-20,2025-04-04,2025-04-04,2025-04-22,2025-01-31,2025-01-31,2025-02-05,2025-02-05,DEVOLUCAO,Azevedo TRANSPORTES LTDA,BOLETO DESCONTADO,643.24
5568,29004,Costela,95.816.730/0001-71,Kaique Novais,"('28NZFGQ7Z',)",KIT VENTILACAO,7,617.07,4319.49,438088,2023-08-01,2023-08-19,2023-08-30,2023-08-30,2023-09-18,2023-08-09,2023-08-09,2023-08-14,2023-08-14,AMOSTRA,Cirino Farias e Filhos TRANSPORTES LTDA,CARTEIRA A PRAZO,4319.49
5569,74198,Novaes,46.793.502/0001-18,Maitê Alves,"('28NZFGQ7Z',)",KIT VENTILACAO,2,496.09,992.18,333361,2023-12-13,2024-01-10,2024-01-14,2024-01-14,2024-01-31,2023-12-17,2023-12-17,2023-12-22,2023-12-22,DEVOLUCAO,Campos TRANSPORTES LTDA,CARTAO DE CREDITO,992.18
5570,40675,Novaes,51.467.289/0001-94,Mariana Moraes,"('28NZFGQ7Z',)",KIT VENTILACAO,8,361.61,2892.88,741694,2025-06-29,2025-08-04,2025-08-04,2025-08-04,2025-08-27,2025-07-07,2025-07-07,2025-07-10,2025-07-10,AMOSTRA,da Rocha Oliveira Ltda. TRANSPORTES LTDA,CARTAO DE CREDITO,2892.88
5571,15924,Sá,64.158.720/0001-62,Laís Rezende,"('28NZFGQ7Z',)",KIT VENTILACAO,6,385.37,2312.22,656502,2024-03-23,2024-04-29,2024-05-02,2024-05-02,2024-05-20,2024-03-27,2024-03-27,2024-04-01,2024-04-01,AMOSTRA,Câmara Ltda. TRANSPORTES LTDA,CARTEIRA A PRAZO,2312.22
5572,62766,da Costa Ramos S.A.,08.639.471/0001-56,Maria Isis Porto,"('28NZFGQ7Z',)",KIT VENTILACAO,7,947.98,6635.86,881192,2024-11-25,2024-12-16,2024-12-31,2024-12-31,2025-01-26,2024-11-27,2024-11-27,2024-12-01,2024-12-01,VENDA,Leão TRANSPORTES LTDA,CARTEIRA A VISTA,6635.86
5573,77278,Duarte Lima - ME,98.510.637/0001-22,Srta. Rebeca Machado,"('28NZFGQ7Z',)",KIT VENTILACAO,9,82.56,743.04,245085,2023-08-17,2023-08-26,2023-09-07,2023-09-07,2023-10-05,2023-08-27,2023-08-27,2023-08-28,2023-08-28,AMOSTRA,Azevedo Peixoto - EI TRANSPORTES LTDA,BOLETO DESCONTADO,743.04
5574,85049,Guerra Dias - EI,84.762.501/0001-03,Rafaela Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,9,242.16,2179.44,627593,2025-03-25,2025-04-03,2025-04-12,2025-04-12,2025-05-09,2025-03-28,2025-03-28,2025-04-02,2025-04-02,AMOSTRA,Mendonça - ME TRANSPORTES LTDA,BOLETO DESCONTADO,2179.44
5575,24520,da Paz e Filhos,38.914.756/0001-19,Ana Sophia Borges,"('28NZFGQ7Z',)",KIT VENTILACAO,6,625.48,3752.88,352239,2023-08-19,2023-10-09,2023-10-12,2023-10-12,2023-10-21,2023-08-24,2023-08-24,2023-08-28,2023-08-28,AMOSTRA,Viana TRANSPORTES LTDA,CARTEIRA A PRAZO,3752.88
5576,12023,Fonseca,10.236.958/0001-30,Alexandre Cardoso,"('28NZFGQ7Z',)",KIT VENTILACAO,3,423.86,1271.58,922921,2024-12-22,2025-01-14,2025-01-22,2025-01-22,2025-02-12,2025-01-01,2025-01-01,2025-01-03,2025-01-03,BONIFICACAO,Fogaça TRANSPORTES LTDA,PIX,1271.58
5577,91531,Pimenta - EI,16.785.249/0001-90,Yuri Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,8,475.62,3804.96,868357,2025-06-12,2025-07-23,2025-07-25,2025-07-25,2025-08-18,2025-06-20,2025-06-20,2025-06-24,2025-06-24,AMOSTRA,Moura - EI TRANSPORTES LTDA,BOLETO DESCONTADO,3804.96
5578,36830,da Rosa,30.642.718/0001-42,Isaac Cardoso,"('28NZFGQ7Z',)",KIT VENTILACAO,7,78.5,549.5,478330,2023-12-13,2023-12-24,2024-01-04,2024-01-04,2024-01-29,2023-12-15,2023-12-15,2023-12-17,2023-12-17,AMOSTRA,Barros Barros S/A TRANSPORTES LTDA,TRANSFERENCIA,549.5
5579,86970,Carvalho S/A,58.203.697/0001-88,Luna Sá,"('28NZFGQ7Z',)",KIT VENTILACAO,9,39.15,352.35,329489,2025-01-17,2025-03-11,2025-03-17,2025-03-17,2025-04-08,2025-01-20,2025-01-20,2025-01-22,2025-01-22,BONIFICACAO,Nogueira TRANSPORTES LTDA,CARTAO DE CREDITO,352.35
5580,20642,Araújo,03.295.817/0001-22,Letícia Rezende,"('28NZFGQ7Z',)",KIT VENTILACAO,3,983.66,2950.98,538686,2025-05-18,2025-06-19,2025-07-01,2025-07-01,2025-07-04,2025-05-25,2025-05-25,2025-05-30,2025-05-30,AMOSTRA,das Neves TRANSPORTES LTDA,CARTEIRA A PRAZO,2950.98
5581,46647,Santos,12.068.534/0001-39,Nicolas Barros,"('28NZFGQ7Z',)",KIT VENTILACAO,3,421.54,1264.62,277588,2025-05-01,2025-06-21,2025-07-03,2025-07-03,2025-07-07,2025-05-02,2025-05-02,2025-05-05,2025-05-05,BONIFICACAO,Moura TRANSPORTES LTDA,BOLETO DESCONTADO,1264.62
5582,40675,Novaes,51.467.289/0001-94,Mariana Moraes,"('28NZFGQ7Z',)",KIT VENTILACAO,2,623.55,1247.1,227394,2024-07-10,2024-08-15,2024-08-15,2024-08-15,2024-08-26,2024-07-11,2024-07-11,2024-07-13,2024-07-13,BONIFICACAO,Cardoso da Mata Ltda. TRANSPORTES LTDA,CARTAO DE CREDITO,1247.1
5583,49695,Monteiro Pastor S.A.,15.908.742/0001-97,Lara Dias,"('28NZFGQ7Z',)",KIT VENTILACAO,2,608.88,1217.76,303281,2024-05-31,2024-06-23,2024-06-26,2024-06-26,2024-07-18,2024-06-02,2024-06-02,2024-06-07,2024-06-07,BONIFICACAO,Cassiano Souza Ltda. TRANSPORTES LTDA,PIX,1217.76
5584,15385,Machado Leão Ltda.,82.346.190/0001-68,Júlia Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,4,417.71,1670.84,813471,2024-04-11,2024-05-10,2024-05-17,2024-05-17,2024-06-13,2024-04-18,2024-04-18,2024-04-21,2024-04-21,DEVOLUCAO,Alves e Filhos TRANSPORTES LTDA,PIX,1670.84
5585,61277,Ferreira,34.586.172/0001-00,Dr. Pedro Lucas da Cunha,"('28NZFGQ7Z',)",KIT VENTILACAO,8,16.1,128.8,934846,2023-10-22,2023-12-08,2023-12-16,2023-12-16,2024-01-05,2023-10-30,2023-10-30,2023-10-31,2023-10-31,AMOSTRA,da Paz Castro - ME TRANSPORTES LTDA,CARTEIRA A PRAZO,128.8
5586,69376,Rezende,40.587.612/0001-47,Isadora da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,1,23.15,23.15,472320,2023-10-13,2023-11-05,2023-11-11,2023-11-11,2023-12-08,2023-10-20,2023-10-20,2023-10-21,2023-10-21,DEVOLUCAO,da Cruz TRANSPORTES LTDA,PIX,23.15
5587,60512,Campos,96.483.152/0001-61,Srta. Pietra Costela,"('28NZFGQ7Z',)",KIT VENTILACAO,1,409.29,409.29,961697,2025-06-20,2025-08-05,2025-08-10,2025-08-10,2025-08-28,2025-06-30,2025-06-30,2025-07-03,2025-07-03,VENDA,Viana - ME TRANSPORTES LTDA,TRANSFERENCIA,409.29
5588,10494,Silveira,73.152.064/0001-81,Leandro Fogaça,"('28NZFGQ7Z',)",KIT VENTILACAO,7,281.78,1972.46,577353,2025-01-21,2025-03-05,2025-03-16,2025-03-16,2025-03-26,2025-01-22,2025-01-22,2025-01-25,2025-01-25,BONIFICACAO,Gonçalves Campos S/A TRANSPORTES LTDA,CARTAO DE CREDITO,1972.46
5589,60983,Santos S.A.,76.951.340/0001-60,Gabriela da Mata,"('28NZFGQ7Z',)",KIT VENTILACAO,5,117.49,587.45,694450,2025-05-14,2025-06-30,2025-07-05,2025-07-05,2025-07-15,2025-05-18,2025-05-18,2025-05-19,2025-05-19,VENDA,Lopes TRANSPORTES LTDA,CARTEIRA A VISTA,587.45
5590,70725,Ramos e Filhos,63.845.290/0001-94,Mirella Albuquerque,"('28NZFGQ7Z',)",KIT VENTILACAO,9,740.77,6666.93,855003,2024-02-18,2024-03-23,2024-03-23,2024-03-23,2024-04-22,2024-02-20,2024-02-20,2024-02-24,2024-02-24,BONIFICACAO,Caldeira Ltda. TRANSPORTES LTDA,CARTEIRA A VISTA,6666.93
5591,87827,Montenegro,27.109.463/0001-42,Pietra Cirino,"('28NZFGQ7Z',)",KIT VENTILACAO,5,357.23,1786.15,266173,2024-10-05,2024-10-31,2024-11-13,2024-11-13,2024-12-05,2024-10-15,2024-10-15,2024-10-18,2024-10-18,BONIFICACAO,Peixoto Lopes e Filhos TRANSPORTES LTDA,PIX,1786.15
5592,80933,Pacheco Aragão - EI,32.706.984/0001-17,Davi Luiz Silva,"('28NZFGQ7Z',)",KIT VENTILACAO,3,545.13,1635.39,213540,2024-08-18,2024-10-09,2024-10-11,2024-10-11,2024-10-16,2024-08-27,2024-08-27,2024-08-29,2024-08-29,BONIFICACAO,Peixoto TRANSPORTES LTDA,CARTEIRA A VISTA,1635.39
5593,83645,Albuquerque,92.746.513/0001-64,Léo da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,2,653.9,1307.8,642369,2025-01-15,2025-01-21,2025-01-31,2025-01-31,2025-02-03,2025-01-18,2025-01-18,2025-01-22,2025-01-22,DEVOLUCAO,Andrade TRANSPORTES LTDA,TRANSFERENCIA,1307.8
5594,12285,Rocha,53.019.628/0001-03,Sr. Gustavo Henrique Pacheco,"('28NZFGQ7Z',)",KIT VENTILACAO,6,404.09,2424.54,493425,2023-07-26,2023-08-15,2023-08-21,2023-08-21,2023-09-15,2023-07-28,2023-07-28,2023-07-29,2023-07-29,AMOSTRA,da Mota TRANSPORTES LTDA,CARTEIRA A PRAZO,2424.54
5595,68730,da Paz Fogaça - ME,04.136.782/0001-41,Sr. Liam Fernandes,"('28NZFGQ7Z',)",KIT VENTILACAO,4,209.55,838.2,783143,2023-12-28,2024-02-19,2024-02-23,2024-02-23,2024-03-19,2023-12-31,2023-12-31,2024-01-01,2024-01-01,BONIFICACAO,Pastor - ME TRANSPORTES LTDA,CARTEIRA A VISTA,838.2
5596,34145,Cavalcanti,78.429.306/0001-55,Sofia Correia,"('28NZFGQ7Z',)",KIT VENTILACAO,4,981.63,3926.52,995047,2025-05-13,2025-05-25,2025-06-09,2025-06-09,2025-06-20,2025-05-15,2025-05-15,2025-05-20,2025-05-20,AMOSTRA,Borges Melo - ME TRANSPORTES LTDA,TRANSFERENCIA,3926.52
5597,33932,Monteiro S.A.,71.238.504/0001-92,Dra. Alice Cirino,"('28NZFGQ7Z',)",KIT VENTILACAO,2,681.98,1363.96,814754,2025-02-20,2025-03-15,2025-03-23,2025-03-23,2025-03-25,2025-02-26,2025-02-26,2025-02-28,2025-02-28,DEVOLUCAO,Abreu S.A. TRANSPORTES LTDA,CARTEIRA A VISTA,1363.96
5598,22116,Pereira Ferreira Ltda.,74.563.910/0001-19,Manuela Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,5,745.55,3727.75,155080,2025-04-29,2025-05-26,2025-06-04,2025-06-04,2025-06-08,2025-05-05,2025-05-05,2025-05-10,2025-05-10,DEVOLUCAO,Mendonça TRANSPORTES LTDA,CARTAO DE CREDITO,3727.75
5599,23379,Moraes Pinto e Filhos,45.976.128/0001-23,Luara das Neves,"('28NZFGQ7Z',)",KIT VENTILACAO,9,739.97,6659.73,519592,2024-08-31,2024-09-05,2024-09-08,2024-09-08,2024-09-24,2024-09-01,2024-09-01,2024-09-02,2024-09-02,DEVOLUCAO,Martins TRANSPORTES LTDA,CARTEIRA A VISTA,6659.73
5600,85987,Melo Santos Ltda.,70.945.632/0001-03,Bento Ramos,"('28NZFGQ7Z',)",KIT VENTILACAO,8,75.72,605.76,705651,2025-06-25,2025-08-16,2025-08-26,2025-08-26,2025-09-09,2025-06-26,2025-06-26,2025-06-30,2025-06-30,AMOSTRA,da Rocha TRANSPORTES LTDA,TRANSFERENCIA,605.76
5601,58504,Gomes - EI,72.631.854/0001-87,Olívia da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,2,353.01,706.02,504274,2025-02-15,2025-03-11,2025-03-23,2025-03-23,2025-04-20,2025-02-17,2025-02-17,2025-02-20,2025-02-20,DEVOLUCAO,Andrade Ltda. TRANSPORTES LTDA,PIX,706.02
5602,35866,Novais,19.874.260/0001-14,Srta. Luísa Freitas,"('28NZFGQ7Z',)",KIT VENTILACAO,1,21.53,21.53,904192,2024-08-30,2024-10-22,2024-10-26,2024-10-26,2024-11-04,2024-09-01,2024-09-01,2024-09-03,2024-09-03,AMOSTRA,Costela - ME TRANSPORTES LTDA,CARTAO DE CREDITO,21.53
5603,70627,da Rosa Macedo - ME,63.450.829/0001-06,Sofia Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,2,613.39,1226.78,734069,2024-08-10,2024-09-14,2024-09-26,2024-09-26,2024-10-16,2024-08-11,2024-08-11,2024-08-16,2024-08-16,DEVOLUCAO,Lima Ltda. TRANSPORTES LTDA,TRANSFERENCIA,1226.78
5604,59220,da Costa - EI,35.741.892/0001-66,Olívia da Rocha,"('28NZFGQ7Z',)",KIT VENTILACAO,1,863.04,863.04,612914,2024-08-04,2024-10-01,2024-10-14,2024-10-14,2024-10-16,2024-08-11,2024-08-11,2024-08-13,2024-08-13,DEVOLUCAO,Garcia S/A TRANSPORTES LTDA,CARTEIRA A PRAZO,863.04
5605,16037,Montenegro,40.162.839/0001-40,Isabella Freitas,"('28NZFGQ7Z',)",KIT VENTILACAO,10,682.95,6829.5,257034,2024-10-25,2024-11-02,2024-11-17,2024-11-17,2024-12-09,2024-10-27,2024-10-27,2024-11-01,2024-11-01,AMOSTRA,Rocha TRANSPORTES LTDA,PIX,6829.5
5606,73681,Borges S/A,63.805.924/0001-85,Srta. Ester Vieira,"('28NZFGQ7Z',)",KIT VENTILACAO,10,792.49,7924.9,810187,2024-04-01,2024-04-26,2024-04-26,2024-04-26,2024-05-13,2024-04-09,2024-04-09,2024-04-10,2024-04-10,AMOSTRA,Silva e Filhos TRANSPORTES LTDA,BOLETO DESCONTADO,7924.9
5607,66803,Camargo Ltda.,91.342.507/0001-89,Renan Pinto,"('28NZFGQ7Z',)",KIT VENTILACAO,2,41.67,83.34,959354,2023-10-08,2023-10-13,2023-10-16,2023-10-16,2023-10-17,2023-10-11,2023-10-11,2023-10-15,2023-10-15,DEVOLUCAO,Garcia TRANSPORTES LTDA,CARTEIRA A PRAZO,83.34
5608,52584,Vargas,89.124.573/0001-30,João Gomes,"('28NZFGQ7Z',)",KIT VENTILACAO,8,628.27,5026.16,542353,2025-03-26,2025-04-01,2025-04-07,2025-04-07,2025-04-27,2025-03-28,2025-03-28,2025-03-31,2025-03-31,DEVOLUCAO,da Mata Carvalho S.A. TRANSPORTES LTDA,TRANSFERENCIA,5026.16
5609,74154,Monteiro e Filhos,80.349.576/0001-06,Sr. Valentim Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,7,419.51,2936.57,993755,2024-01-19,2024-02-13,2024-02-25,2024-02-25,2024-03-23,2024-01-25,2024-01-25,2024-01-27,2024-01-27,BONIFICACAO,Sá Nogueira e Filhos TRANSPORTES LTDA,BOLETO DESCONTADO,2936.57
5610,76053,Novais,30.842.156/0001-80,Murilo Castro,"('28NZFGQ7Z',)",KIT VENTILACAO,5,629.71,3148.55,412495,2024-01-30,2024-03-24,2024-04-04,2024-04-04,2024-04-21,2024-02-07,2024-02-07,2024-02-08,2024-02-08,VENDA,Mendes Sampaio - EI TRANSPORTES LTDA,TRANSFERENCIA,3148.55
5611,82871,da Mota - EI,61.823.945/0001-06,Maria Alice Silveira,"('28NZFGQ7Z',)",KIT VENTILACAO,10,23.35,233.5,991222,2024-06-09,2024-08-02,2024-08-06,2024-08-06,2024-08-31,2024-06-12,2024-06-12,2024-06-17,2024-06-17,VENDA,Mendonça TRANSPORTES LTDA,PIX,233.5
5612,82709,Cunha,15.960.247/0001-27,Davi Camargo,"('28NZFGQ7Z',)",KIT VENTILACAO,10,916.2,9162.0,913881,2023-10-26,2023-11-29,2023-12-13,2023-12-13,2023-12-14,2023-11-02,2023-11-02,2023-11-03,2023-11-03,BONIFICACAO,Brito TRANSPORTES LTDA,CARTEIRA A VISTA,9162.0
5613,86707,Campos,34.516.280/0001-07,Luan Rezende,"('28NZFGQ7Z',)",KIT VENTILACAO,8,35.51,284.08,220540,2024-10-07,2024-11-12,2024-11-24,2024-11-24,2024-12-12,2024-10-10,2024-10-10,2024-10-15,2024-10-15,VENDA,Pastor TRANSPORTES LTDA,PIX,284.08
5614,64650,Araújo S.A.,19.526.734/0001-37,Josué Pereira,"('28NZFGQ7Z',)",KIT VENTILACAO,8,182.75,1462.0,858279,2024-02-19,2024-04-05,2024-04-16,2024-04-16,2024-05-12,2024-02-20,2024-02-20,2024-02-23,2024-02-23,BONIFICACAO,Porto TRANSPORTES LTDA,PIX,1462.0
5615,48546,Cavalcanti,20.389.457/0001-47,Miguel Cavalcanti,"('28NZFGQ7Z',)",KIT VENTILACAO,7,587.22,4110.54,227076,2023-08-30,2023-10-28,2023-11-06,2023-11-06,2023-11-23,2023-09-07,2023-09-07,2023-09-10,2023-09-10,BONIFICACAO,Pastor Nogueira S/A TRANSPORTES LTDA,TRANSFERENCIA,4110.54
5616,49807,Castro Ltda.,93.016.728/0001-92,Davi Azevedo,"('28NZFGQ7Z',)",KIT VENTILACAO,1,205.69,205.69,197386,2023-07-30,2023-09-04,2023-09-06,2023-09-06,2023-09-19,2023-08-06,2023-08-06,2023-08-11,2023-08-11,BONIFICACAO,Moraes Castro S.A. TRANSPORTES LTDA,BOLETO DESCONTADO,205.69
5617,73681,Borges S/A,63.805.924/0001-85,Srta. Ester Vieira,"('28NZFGQ7Z',)",KIT VENTILACAO,4,722.93,2891.72,802483,2024-11-19,2024-12-02,2024-12-03,2024-12-03,2024-12-18,2024-11-27,2024-11-27,2024-12-02,2024-12-02,AMOSTRA,Teixeira Sales - ME TRANSPORTES LTDA,PIX,2891.72
5618,42594,da Paz Alves Ltda.,37.921.408/0001-06,Emanuelly Pires,"('28NZFGQ7Z',)",KIT VENTILACAO,8,780.21,6241.68,461593,2025-06-12,2025-06-20,2025-07-02,2025-07-02,2025-07-20,2025-06-22,2025-06-22,2025-06-23,2025-06-23,AMOSTRA,Moura TRANSPORTES LTDA,CARTAO DE CREDITO,6241.68
5619,93625,Cunha Nascimento - ME,26.931.047/0001-62,Maitê Rios,"('28NZFGQ7Z',)",KIT VENTILACAO,1,388.03,388.03,601419,2025-03-24,2025-05-04,2025-05-13,2025-05-13,2025-06-05,2025-03-26,2025-03-26,2025-03-28,2025-03-28,DEVOLUCAO,Mendes TRANSPORTES LTDA,CARTEIRA A VISTA,388.03
5620,48849,da Luz,49.862.017/0001-47,Henry Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,5,333.32,1666.6,235836,2023-07-22,2023-09-13,2023-09-24,2023-09-24,2023-10-23,2023-07-25,2023-07-25,2023-07-27,2023-07-27,DEVOLUCAO,Pimenta - EI TRANSPORTES LTDA,TRANSFERENCIA,1666.6
5621,38944,Dias S.A.,57.692.403/0001-66,Igor Cunha,"('28NZFGQ7Z',)",KIT VENTILACAO,7,817.59,5723.13,955202,2024-11-17,2025-01-08,2025-01-18,2025-01-18,2025-02-08,2024-11-20,2024-11-20,2024-11-21,2024-11-21,DEVOLUCAO,Aparecida TRANSPORTES LTDA,CARTEIRA A PRAZO,5723.13
5622,95683,Guerra,58.620.391/0001-27,Maria Vitória Aragão,"('28NZFGQ7Z',)",KIT VENTILACAO,9,640.57,5765.13,237881,2025-04-27,2025-05-11,2025-05-19,2025-05-19,2025-06-12,2025-05-03,2025-05-03,2025-05-06,2025-05-06,DEVOLUCAO,Souza TRANSPORTES LTDA,CARTAO DE CREDITO,5765.13
5623,66752,Rocha Ltda.,57.304.892/0001-31,Giovanna Gomes,"('28NZFGQ7Z',)",KIT VENTILACAO,4,458.79,1835.16,292412,2025-05-14,2025-05-25,2025-06-09,2025-06-09,2025-06-27,2025-05-24,2025-05-24,2025-05-28,2025-05-28,DEVOLUCAO,Fernandes TRANSPORTES LTDA,CARTEIRA A VISTA,1835.16
5624,54676,Barbosa Porto - ME,01.398.752/0001-15,Maria Helena Mendes,"('28NZFGQ7Z',)",KIT VENTILACAO,2,291.23,582.46,516627,2024-09-09,2024-09-20,2024-09-23,2024-09-23,2024-10-09,2024-09-10,2024-09-10,2024-09-13,2024-09-13,AMOSTRA,da Costa TRANSPORTES LTDA,CARTAO DE CREDITO,582.46
5625,95055,da Cunha,95.680.347/0001-39,Aylla Souza,"('28NZFGQ7Z',)",KIT VENTILACAO,8,916.15,7329.2,629727,2024-10-10,2024-10-29,2024-11-13,2024-11-13,2024-11-30,2024-10-11,2024-10-11,2024-10-15,2024-10-15,DEVOLUCAO,da Paz TRANSPORTES LTDA,CARTEIRA A VISTA,7329.2
5626,55247,Martins e Filhos,79.856.032/0001-43,Hadassa Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,7,381.21,2668.47,684172,2023-09-01,2023-10-02,2023-10-03,2023-10-03,2023-10-09,2023-09-07,2023-09-07,2023-09-11,2023-09-11,AMOSTRA,Almeida - ME TRANSPORTES LTDA,CARTEIRA A PRAZO,2668.47
5627,33850,Aparecida Dias S.A.,14.056.239/0001-98,Josué Camargo,"('28NZFGQ7Z',)",KIT VENTILACAO,9,982.41,8841.69,127366,2024-08-06,2024-09-03,2024-09-08,2024-09-08,2024-10-04,2024-08-16,2024-08-16,2024-08-19,2024-08-19,VENDA,Guerra Ltda. TRANSPORTES LTDA,TRANSFERENCIA,8841.69
5628,79786,da Mota,23.096.451/0001-70,Caroline Ribeiro,"('28NZFGQ7Z',)",KIT VENTILACAO,10,793.81,7938.1,652089,2023-11-26,2023-12-03,2023-12-07,2023-12-07,2023-12-22,2023-12-04,2023-12-04,2023-12-06,2023-12-06,AMOSTRA,das Neves - ME TRANSPORTES LTDA,BOLETO DESCONTADO,7938.1
5629,50155,Novais,16.309.725/0001-04,Maria Liz Viana,"('28NZFGQ7Z',)",KIT VENTILACAO,5,546.54,2732.7,954452,2024-03-21,2024-04-23,2024-04-25,2024-04-25,2024-04-30,2024-03-27,2024-03-27,2024-03-31,2024-03-31,BONIFICACAO,Sampaio TRANSPORTES LTDA,CARTEIRA A PRAZO,2732.7
5630,44374,Teixeira,92.613.407/0001-02,Marcelo da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,6,157.58,945.48,193627,2024-03-30,2024-05-17,2024-05-21,2024-05-21,2024-06-14,2024-04-05,2024-04-05,2024-04-10,2024-04-10,BONIFICACAO,Fogaça da Costa Ltda. TRANSPORTES LTDA,CARTEIRA A VISTA,945.48
5631,45763,Vargas Ltda.,69.780.432/0001-69,Arthur Siqueira,"('28NZFGQ7Z',)",KIT VENTILACAO,10,366.25,3662.5,653482,2023-08-30,2023-09-08,2023-09-20,2023-09-20,2023-10-18,2023-09-08,2023-09-08,2023-09-09,2023-09-09,AMOSTRA,da Rosa e Filhos TRANSPORTES LTDA,BOLETO DESCONTADO,3662.5
5632,27092,Câmara das Neves - ME,03.479.561/0001-03,Ian da Rocha,"('28NZFGQ7Z',)",KIT VENTILACAO,5,130.58,652.9,266913,2024-05-04,2024-05-11,2024-05-17,2024-05-17,2024-06-15,2024-05-05,2024-05-05,2024-05-07,2024-05-07,VENDA,Macedo S.A. TRANSPORTES LTDA,PIX,652.9
